trade_id,side,direction,entry_date,first_holding_date,exit_date,entry_price,exit_price,holding_periods,gross_trade_return,net_trade_return,fee_units,fee_paid_est,underlying_move_pct,directional_move_pct,pnl_points,is_open_at_end,is_partial_start,is_complete_trade
1,long,1,2018-01-02,2018-01-03,2018-01-21,884.4439697265625,1049.5799560546875,19,0.1867116425466484,0.1867116425466484,2,0.0,0.18671164254664885,0.18671164254664885,165.135986328125,False,False,True
2,long,1,2018-04-10,2018-04-11,2018-05-17,414.2430114746094,672.656982421875,37,0.6238221618449789,0.6238221618449789,2,0.0,0.62382216184498,0.62382216184498,258.4139709472656,False,False,True
3,long,1,2018-07-05,2018-07-06,2018-08-03,474.4119873046875,418.2619934082031,29,-0.1183570301743293,-0.1183570301743293,2,0.0,-0.11835703017432919,-0.11835703017432919,-56.149993896484375,False,False,True
4,long,1,2018-08-28,2018-08-29,2018-09-08,296.4989929199219,197.9510040283203,11,-0.33237208639766713,-0.33237208639766713,2,0.0,-0.33237208639766713,-0.33237208639766713,-98.54798889160156,False,False,True
5,long,1,2018-09-16,2018-09-17,2018-11-09,220.5890045166016,210.07400512695312,54,-0.04766783100858096,-0.04766783100858096,2,0.0,-0.04766783100858096,-0.04766783100858096,-10.514999389648466,False,False,True
6,short,-1,2018-11-09,2018-11-10,2018-11-13,210.07400512695312,206.8260040283203,4,0.015217599517450164,0.015217599517450164,2,0.0,-0.015461223280195724,0.015461223280195724,3.2480010986328125,False,False,True
7,long,1,2018-12-17,2018-12-18,2019-01-16,95.13382720947266,123.54706573486328,30,0.29866598831168845,0.29866598831168845,2,0.0,0.29866598831168933,0.29866598831168933,28.413238525390625,False,False,True
8,long,1,2019-02-09,2019-02-10,2019-03-09,119.4308853149414,137.96533203125,28,0.15518972891671057,0.15518972891671057,2,0.0,0.15518972891671123,0.15518972891671123,18.534446716308594,False,False,True
9,long,1,2019-03-19,2019-03-20,2019-03-21,140.51919555664062,136.6360626220703,2,-0.027634181359977195,-0.027634181359977195,2,0.0,-0.027634181359977195,-0.027634181359977195,-3.8831329345703125,False,False,True
10,short,-1,2019-04-01,2019-04-02,2019-04-23,141.830322265625,171.4477996826172,22,-0.20668029611603211,-0.20668029611603211,2,0.0,0.20882331044502234,-0.20882331044502234,-29.617477416992188,False,False,True
11,long,1,2019-05-11,2019-05-12,2019-06-04,194.3043365478516,241.3387908935547,24,0.24206590126268157,0.24206590126268157,2,0.0,0.24206590126268157,0.24206590126268157,47.0344543457031,False,False,True
12,long,1,2019-06-22,2019-06-23,2019-07-02,309.3803100585937,291.596435546875,10,-0.05748224412972702,-0.05748224412972702,2,0.0,-0.05748224412972691,-0.05748224412972691,-17.783874511718693,False,False,True
13,long,1,2019-08-07,2019-08-08,2019-08-10,226.39100646972656,206.7335357666016,3,-0.08682973325512189,-0.08682973325512189,2,0.0,-0.08682973325512211,-0.08682973325512211,-19.65747070312497,False,False,True
14,long,1,2019-09-07,2019-09-08,2019-09-27,178.2626190185547,174.71099853515625,20,-0.019923529133322404,-0.019923529133322404,2,0.0,-0.01992352913332185,-0.01992352913332185,-3.5516204833984375,False,False,True
15,long,1,2019-10-09,2019-10-10,2019-10-20,193.2932586669922,175.5343780517578,11,-0.09187532321460601,-0.09187532321460601,2,0.0,-0.09187532321460612,-0.09187532321460612,-17.758880615234375,False,False,True
16,long,1,2019-10-27,2019-10-28,2019-11-19,184.24221801757807,177.45555114746094,23,-0.036835568650555484,-0.036835568650555484,2,0.0,-0.036835568650555595,-0.036835568650555595,-6.786666870117131,False,False,True
17,long,1,2019-12-29,2019-12-30,2020-02-26,134.7579803466797,225.6802673339844,59,0.6747079969096959,0.6747079969096959,2,0.0,0.6747079969096981,0.6747079969096981,90.92228698730472,False,False,True
18,long,1,2020-04-02,2020-04-03,2020-05-12,142.02914428710938,189.3125,40,0.3329130506997082,0.3329130506997082,2,0.0,0.3329130506997082,0.3329130506997082,47.283355712890625,False,False,True
19,short,-1,2020-05-29,2020-05-30,2020-06-13,220.6751251220703,238.90884399414065,15,-0.09856682198043587,-0.09856682198043587,2,0.0,0.08262697874073499,-0.08262697874073499,-18.23371887207034,False,False,True
20,short,-1,2020-07-07,2020-07-08,2020-07-15,239.07553100585932,238.42352294921875,8,0.001097068819588598,0.001097068819588598,2,0.0,-0.0027272053057767476,0.0027272053057767476,0.6520080566405682,False,False,True
21,short,-1,2020-07-21,2020-07-22,2020-08-07,245.0167236328125,379.5128479003906,17,-0.37998953474799024,-0.37998953474799024,2,0.0,0.5489263029618214,-0.5489263029618214,-134.49612426757812,False,False,True
22,long,1,2020-08-07,2020-08-08,2020-08-21,379.5128479003906,389.1263427734375,14,0.02533114471942799,0.02533114471942799,2,0.0,0.025331144719427545,0.025331144719427545,9.613494873046875,False,False,True
23,long,1,2020-10-11,2020-10-12,2020-11-03,375.1420593261719,387.6021728515625,23,0.03321438696522483,0.03321438696522483,2,0.0,0.033214386965224385,0.033214386965224385,12.460113525390625,False,False,True
24,long,1,2020-11-04,2020-11-05,2020-12-09,402.1419982910156,573.4791259765625,35,0.4260612629709881,0.4260612629709881,2,0.0,0.4260612629709877,0.4260612629709877,171.33712768554688,False,False,True
25,long,1,2020-12-18,2020-12-19,2020-12-23,654.8119506835938,583.714599609375,5,-0.10857674634678904,-0.10857674634678904,2,0.0,-0.10857674634678915,-0.10857674634678915,-71.09735107421875,False,False,True
26,long,1,2020-12-28,2020-12-29,2021-01-28,730.3973388671875,1332.4921875,31,0.8243387764345278,0.8243387764345278,2,0.0,0.8243387764345278,0.8243387764345278,602.0948486328125,False,False,True
27,long,1,2021-01-29,2021-01-30,2021-01-30,1382.5228271484375,1376.115478515625,1,-0.004634533699547028,-0.004634533699547028,2,0.0,-0.004634533699547028,-0.004634533699547028,-6.4073486328125,False,False,True
28,long,1,2021-02-02,2021-02-03,2021-02-23,1515.1937255859375,1570.2039794921875,21,0.036305756140177614,0.036305756140177614,2,0.0,0.03630575614017739,0.03630575614017739,55.01025390625,False,False,True
29,long,1,2021-03-13,2021-03-14,2021-03-17,1924.6854248046875,1823.4493408203125,4,-0.05259876896228277,-0.05259876896228277,2,0.0,-0.05259876896228288,-0.05259876896228288,-101.236083984375,False,False,True
30,long,1,2021-04-01,2021-04-02,2021-05-18,1977.27685546875,3380.070068359375,47,0.7094571551832931,0.7094571551832931,2,0.0,0.7094571551832922,0.7094571551832922,1402.793212890625,False,False,True
31,long,1,2021-07-03,2021-07-04,2021-07-15,2226.1142578125,1911.1756591796875,12,-0.1414745885246197,-0.1414745885246197,2,0.0,-0.1414745885246197,-0.1414745885246197,-314.9385986328125,False,False,True
32,long,1,2021-07-23,2021-07-24,2021-08-28,2124.776611328125,3244.4033203125,36,0.5269385510999838,0.5269385510999838,2,0.0,0.5269385510999836,0.5269385510999836,1119.626708984375,False,False,True
33,long,1,2021-09-01,2021-09-02,2021-09-09,3834.828125,3427.340087890625,8,-0.10625979152830345,-0.10625979152830345,2,0.0,-0.10625979152830345,-0.10625979152830345,-407.488037109375,False,False,True
34,long,1,2021-10-05,2021-10-06,2021-11-15,3518.5185546875,4557.50390625,41,0.29529057056650343,0.29529057056650343,2,0.0,0.2952905705665032,0.2952905705665032,1038.9853515625,False,False,True
35,long,1,2022-02-03,2022-02-04,2022-02-23,2679.16259765625,2590.359619140625,20,-0.033145796598276434,-0.033145796598276434,2,0.0,-0.03314579659827677,-0.03314579659827677,-88.802978515625,False,False,True
36,long,1,2022-02-26,2022-02-27,2022-03-07,2781.11181640625,2497.771240234375,9,-0.1018803251636271,-0.1018803251636271,2,0.0,-0.10188032516362733,-0.10188032516362733,-283.340576171875,False,False,True
37,long,1,2022-03-09,2022-03-10,2022-03-11,2729.783447265625,2559.56298828125,2,-0.062356762824861356,-0.062356762824861356,2,0.0,-0.062356762824861356,-0.062356762824861356,-170.220458984375,False,False,True
38,long,1,2022-03-15,2022-03-16,2022-04-11,2620.149658203125,2981.05224609375,27,0.13774121136963213,0.13774121136963213,2,0.0,0.1377412113696317,0.1377412113696317,360.902587890625,False,False,True
39,long,1,2022-06-02,2022-06-03,2022-06-12,1834.1505126953125,1445.216552734375,10,-0.21205127783618638,-0.21205127783618638,2,0.0,-0.21205127783618638,-0.21205127783618638,-388.9339599609375,False,False,True
40,long,1,2022-06-26,2022-06-27,2022-08-20,1199.8316650390625,1577.0037841796875,55,0.3143541966183607,0.3143541966183607,2,0.0,0.31435419661836117,0.31435419661836117,377.172119140625,False,False,True
41,long,1,2022-09-10,2022-09-11,2022-09-15,1776.2037353515625,1471.6934814453125,5,-0.1714388095496142,-0.1714388095496142,2,0.0,-0.17143880954961432,-0.17143880954961432,-304.51025390625,False,False,True
42,long,1,2022-10-08,2022-10-09,2022-10-20,1315.50048828125,1283.200927734375,12,-0.0245530585770255,-0.0245530585770255,2,0.0,-0.02455305857702539,-0.02455305857702539,-32.299560546875,False,False,True
43,short,-1,2022-10-24,2022-10-25,2022-11-07,1344.99853515625,1568.59130859375,14,-0.16374794495743916,-0.16374794495743916,2,0.0,0.1662401613036144,-0.1662401613036144,-223.5927734375,False,False,True
44,long,1,2022-11-08,2022-11-09,2022-11-09,1332.8355712890625,1100.1697998046875,1,-0.17456449729905577,-0.17456449729905577,2,0.0,-0.17456449729905577,-0.17456449729905577,-232.665771484375,False,False,True
45,long,1,2022-12-01,2022-12-02,2022-12-19,1276.27392578125,1167.60986328125,18,-0.08514164577442362,-0.08514164577442362,2,0.0,-0.0851416457744234,-0.0851416457744234,-108.6640625,False,False,True
46,long,1,2022-12-22,2022-12-23,2023-01-14,1218.18212890625,1550.7069091796875,23,0.2729680335829552,0.2729680335829552,2,0.0,0.2729680335829556,0.2729680335829556,332.5247802734375,False,False,True
47,short,-1,2023-01-14,2023-01-15,2023-02-07,1550.7069091796875,1672.0035400390625,24,-0.08946711779022809,-0.08946711779022809,2,0.0,0.07822021694837233,-0.07822021694837233,-121.296630859375,False,False,True
48,long,1,2023-02-07,2023-02-08,2023-02-09,1672.0035400390625,1546.438232421875,2,-0.07509870918948769,-0.07509870918948769,2,0.0,-0.07509870918948769,-0.07509870918948769,-125.5653076171875,False,False,True
49,long,1,2023-03-16,2023-03-17,2023-04-21,1677.2154541015625,1849.9998779296875,36,0.10301862137365148,0.10301862137365148,2,0.0,0.10301862137365103,0.10301862137365103,172.784423828125,False,False,True
50,long,1,2023-05-29,2023-05-30,2023-06-09,1893.078125,1840.2252197265625,11,-0.02791903016334174,-0.02791903016334174,2,0.0,-0.02791903016334174,-0.02791903016334174,-52.8529052734375,False,False,True
51,long,1,2023-06-22,2023-06-23,2023-07-20,1872.9429931640625,1890.9691162109373,28,0.009624491035054472,0.009624491035054472,2,0.0,0.009624491035054028,0.009624491035054028,18.026123046874773,False,False,True
52,long,1,2023-09-15,2023-09-16,2023-10-11,1641.640380859375,1566.2547607421875,26,-0.045920909960636025,-0.045920909960636025,2,0.0,-0.045920909960636025,-0.045920909960636025,-75.3856201171875,False,False,True
53,long,1,2023-10-20,2023-10-21,2023-11-28,1604.6668701171875,2049.338134765625,39,0.27711126398213937,0.27711126398213937,2,0.0,0.2771112639821396,0.2771112639821396,444.6712646484375,False,False,True
54,long,1,2023-12-02,2023-12-03,2023-12-16,2165.7041015625,2226.926513671875,14,0.028269056730882314,0.028269056730882314,2,0.0,0.028269056730882314,0.028269056730882314,61.222412109375,False,False,True
55,long,1,2024-01-10,2024-01-11,2024-01-22,2582.103515625,2310.826416015625,12,-0.10506050511445619,-0.10506050511445619,2,0.0,-0.10506050511445597,-0.10506050511445597,-271.277099609375,False,False,True
56,long,1,2024-02-09,2024-02-10,2024-03-17,2487.515625,3642.4130859375,37,0.46427746999076636,0.46427746999076636,2,0.0,0.46427746999076636,0.46427746999076636,1154.8974609375,False,False,True
57,long,1,2024-05-18,2024-05-19,2024-06-11,3122.948974609375,3498.33056640625,24,0.12020100067239525,0.12020100067239525,2,0.0,0.12020100067239436,0.12020100067239436,375.381591796875,False,False,True
58,long,1,2024-07-16,2024-07-17,2024-07-31,3443.513427734375,3231.295654296875,15,-0.06162826946695754,-0.06162826946695754,2,0.0,-0.06162826946695732,-0.06162826946695732,-212.2177734375,False,False,True
59,long,1,2024-08-23,2024-08-24,2024-09-05,2764.447021484375,2367.737548828125,13,-0.14350409668666297,-0.14350409668666297,2,0.0,-0.14350409668666253,-0.14350409668666253,-396.70947265625,False,False,True
60,long,1,2024-09-12,2024-09-13,2024-10-09,2361.78173828125,2368.283447265625,27,0.002752883079326418,0.002752883079326418,2,0.0,0.002752883079325752,0.002752883079325752,6.501708984375,False,False,True
61,long,1,2024-10-12,2024-10-13,2024-11-03,2476.523193359375,2456.42529296875,22,-0.008115369338965173,-0.008115369338965173,2,0.0,-0.008115369338965284,-0.008115369338965284,-20.097900390625,False,False,True
62,long,1,2024-11-06,2024-11-07,2024-12-17,2724.169189453125,3886.76611328125,41,0.4267711889295369,0.4267711889295369,2,0.0,0.4267711889295376,0.4267711889295376,1162.596923828125,False,False,True
63,long,1,2025-02-22,2025-02-23,2025-02-25,2764.029296875,2493.592529296875,3,-0.09784149823733035,-0.09784149823733035,2,0.0,-0.09784149823733046,-0.09784149823733046,-270.436767578125,False,False,True
64,long,1,2025-03-20,2025-03-21,2025-04-07,1982.099853515625,1555.240966796875,18,-0.21535690341817815,-0.21535690341817815,2,0.0,-0.21535690341817837,-0.21535690341817837,-426.85888671875,False,False,True
65,long,1,2025-04-14,2025-04-15,2025-06-02,1622.7698974609375,2607.097412109375,49,0.6065724513306319,0.6065724513306319,2,0.0,0.606572451330631,0.606572451330631,984.3275146484375,False,False,True
66,long,1,2025-07-08,2025-07-09,2025-08-02,2615.505859375,3392.7412109375,25,0.2971644467079224,0.2971644467079224,2,0.0,0.29716444670792197,0.29716444670792197,777.2353515625,False,False,True
67,long,1,2025-08-09,2025-08-10,2025-08-21,4263.59912109375,4223.2099609375,12,-0.009473020096197327,-0.009473020096197327,2,0.0,-0.009473020096197216,-0.009473020096197216,-40.38916015625,False,False,True
68,long,1,2025-08-22,2025-08-23,2025-08-27,4831.3486328125,4503.39306640625,5,-0.06788074952383139,-0.06788074952383139,2,0.0,-0.06788074952383127,-0.06788074952383127,-327.95556640625,False,False,True
69,long,1,2025-10-06,2025-10-07,2025-10-10,4687.771484375,3843.0087890625,4,-0.18020560475872427,-0.18020560475872427,2,0.0,-0.18020560475872438,-0.18020560475872438,-844.7626953125,False,False,True
70,long,1,2025-11-29,2025-11-30,2025-12-30,2991.685302734375,2971.416748046875,31,-0.006774962148917818,-0.006774962148917818,1,0.0,-0.006774962148918151,-0.006774962148918151,-20.2685546875,True,False,False
